Page,Date,Time_Reported,Time_Occurred,Year,Incident_Type,Incident_Type_Clean,Location,Location_Clean,Address,Synopsis,Disposition,Report_Number,Post_ID,,,,,,,,,,,,
79,"March 31, 2021",03/31/2021 at 7:30 PM,03/31/2021 at 7:30 PM,2021,Robbery,Robbery,7000 blk Forsyth,7000 blk Forsyth,"7000 Forsyth, St. Louis, MO","At approximately 7:30 pm, a student reported that he was walking away from campus in the 7000 block of Forsyth Blvd. The student stated a blue car stopped in the street next to him when a male subject exited the vehicle and approached him. The subject displayed a silver handgun and demanded the student’s jacket and shoes. The student gave the subject his jacket and shoes and the subject returned to the car. The car then drove away and was last seen heading west on Forsyth Blvd. U City report 21-7674",Pending,21-03-31-015798,8086,,,,,,,,,,,,
79,"March 31, 2021",03/31/2021 at 8:15 AM,03/31/2021 at 7:35 AM,2021,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO","Unsecured, unattended, bicycle stolen from the AC. Loss $300",Cleared by arrest,210025,8092,,,,,,,,,,,,
80,"March 12, 2021",03/12/2021 at 9:48 AM,03/12/2021 at 9:48 AM,2021,Trespassing,Trespassing,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Subject was arrested for trespassing after receiving previous no trespass warnings.,Cleared by arrest,210018,8029,,,,,,,,,,,,
80,"March 12, 2021",03/12/2021 at 12:50 AM,03/12/2021 at 12:50 AM,2021,Trespassing,Trespassing,Promenade,Promenade,"The Promenade, Washington University in St. Louis, MO",Subject was located trespassing near the clocktower after previous no trespass warning had been given. Subject was informed any additional trespass would result in arrest.,Referred to St. Louis County Counselor,210017,8035,,,,,,,,,,,,
80,"February 4, 2021",02/11/2021 at 8:54 AM,02/04/2021 at 6:00 PM,2021,Larceny,Larceny,Givens,Givens Hall,"Givens Hall, Washington University in St. Louis, MO","Complainant reports an unattended, unsecured, I-Pad stolen from open work space. Loss $1400",Closed; Property Recovered,210011,7948,,,,,,,,,,,,
80,"January 29, 2021",02/01/2021 at 1:37 PM,01/29/2021 at 5:00 PM,2021,Larceny,Larceny,Seigle,Seigle Hall,"Seigle Hall, Washington University in St. Louis, MO",Bicycle stolen from the rack on the east side. Loss $120,Inactive,210007,7921,,,,,,,,,,,,
80,"January 23, 2021",01/23/2021 at 5:45 PM,01/23/2021 at 4:19 PM,2021,Larceny,Larceny,Millbrook 4,Millbrook 4,"6926 Forest Park Pkwy, University City, MO 63130",Complainant reports an unsecured bicycle stolen. Loss $120,Inactive,210003,7882,,,,,,,,,,,,
80,"January 22, 2021",01/27/2021 at 8:54 AM,01/22/2021 at 5:00 PM,2021,Larceny,Larceny,Danforth University Center,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Piano bench from Millstone Lounge was stolen. Loss $750,Inactive,210005,7903,,,,,,,,,,,,
80,"November 27, 2020",12/07/2020 at 4:31 PM,11/27/2020 at 9:00 AM,2020,Larceny,Larceny,Frat 7,Frat 7,"7 Fraternity Way, St. Louis, MO 63105",Complainant reports the theft of a Nintendo Switch from the common area. Loss $300,"Cleared, property recovered",200148,7649,,,,,,,,,,,,
80,"November 24, 2020",11/24/2020 at 7:13 AM,11/24/2020 at 7:13 AM,2020,Larceny,Larceny,Millbrook 3,Millbrook 3,"6926 Forest Park Pkwy, University City, MO 63130",Bike theft in progress reported. Officers located and arrested the suspect. Two bicycles were recovered.,Cleared by arrest,200141,7583,,,,,,,,,,,,
80,"November 17, 2020",11/19/2020 at 3:50 PM,11/17/2020 at 3:15 PM,2020,Larceny,Larceny,Sever Hall,Sever Hall,"Sever Hall, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle. Loss $167,Inactive,200140,7598,,,,,,,,,,,,
80,"November 4, 2020",11/05/2020 at 12:21 AM,11/04/2020 at 10:00 AM,2020,Larceny,Larceny,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Complainant reports a missing bike from either the DUC or from the art school. Unknown if it was locked or which location. Loss $450,Inactive,200136,7571,,,,,,,,,,,,
81,"November 2, 2020",11/04/2020 at 5:34 PM,11/02/2020 at 3:30 PM,2020,Larceny,Larceny,Givens,Givens Hall,"Givens Hall, Washington University in St. Louis, MO",Complainant reports the theft of a laptop left unsecured and unattended in a common area of Givens Hall. Loss $2049,Inactive,200135,7547,,,,,,,,,,,,
81,"October 30, 2020",11/02/2020 at 11:18 AM,10/30/2020 at 12:00 PM,2020,Larceny,Larceny,Frat 22,Frat 22,"22 Fraternity Way, St. Louis, MO 63105","Complainant reports the theft of a coat left in an unsecured, unused room. Loss $200",Inactive,200132,7541,,,,,,,,,,,,
81,"October 28, 2020",10/28/2020 at 3:55 PM,10/28/2020 at 3:35 PM,2020,Vandalism,Vandalism,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Subjects spray painted the statue during a protest. Loss $1000,Referred to Judicial,200125,7514,,,,,,,,,,,,
81,"October 25, 2020",10/25/2020 at 1:24 AM,10/25/2020 at 1:20 AM,2020,Fire,Fire,Village House Dock,Village House Dock,"Village House Dock, Washington University in St. Louis, MO",Small fire in a recycling bin was extinguished by Bon Appetit pouring water on it.,Closed,200124,7520,,,,,,,,,,,,
81,"October 17, 2020",10/19/2020 at 1:58 PM,10/17/2020 at 1:00 PM,2020,Larceny,Larceny,AB Law,Anheuser-Busch Hall,"Anheuser-Busch Hall (Law School), Washington University in St. Louis, MO",Complainant reports his bike stolen from the racks on the south side. Loss $40,Inactive,200120,7433,,,,,,,,,,,,
81,"October 13, 2020",,10/13/2020 at 10:30 AM,2020,Security Memo-Burglary,Burglary,6600 blk Kingsbury,6600 blk Kingsbury,"6600 Kingsbury, St. Louis, MO",,,,8674,,,,,,,,,,,,
81,"October 8, 2020",10/28/2020 at 8:19 PM,10/08/2020 at 5:00 PM,2020,Larceny,Larceny,Gregg Hall,Gregg Hall,"Gregg Hall, Washington University in St. Louis, MO",Complainant bike stolen from the Bears Bike rack near Gregg Dorm. Loss $350,Inactive,200126,7508,,,,,,,,,,,,
81,"October 8, 2020",10/28/2020 at 8:19 PM,10/08/2020 at 5:00 PM,2020,Larceny,Larceny,Gregg,Gregg,"Gregg House, Washington University in St. Louis, MO",Complainant reports her bicycle missing from Bears Bikes. Loss $350,Inactive,200126,7532,,,,,,,,,,,,
81,"October 5, 2020",10/08/2020 at 5:19 PM,10/05/2020 at 3:00 PM,2020,Larceny,Larceny,Liggett Dorm,Liggett Dorm,"Liggett Dorm, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle. Loss $240,Inactive,200117,7412,,,,,,,,,,,,
81,"October 1, 2020",10/04/2020 at 11:47 AM,10/01/2020 at 10:00 PM,2020,Larceny,Larceny,Fraternity House 1,Fraternity House 1,"1 Fraternity Way, St. Louis, MO 63105",Complainants reports the theft of items from the common room. Loss $441,Inactive,200113,7400,,,,,,,,,,,,
82,"September 27, 2020",10/03/2020 at 12:25 PM,09/27/2020 at 12:00 PM,2020,Larceny,Larceny,Chiller Plant,Brauer Hall,"Brauer Hall, Washington University in St. Louis, MO",Complainant reports the theft of a bicycle. Loss $500,Inactive,200114,7406,,,,,,,,,,,,
82,"September 22, 2020",09/23/2020 at 2:11 PM,09/22/2020 at 7:30 PM,2020,Larceny,Larceny,Chiller Plant,Brauer Hall,"Brauer Hall, Washington University in St. Louis, MO",Student reports a stolen bike. Loss $500,Cleared by arrest,200107,7334,,,,,,,,,,,,
82,"September 22, 2020",09/25/2020 at 2:13 PM,09/22/2020 at 8:00 AM,2020,Larceny,Larceny,Green Hall,Green Hall,"Green Hall, Washington University in St. Louis, MO",Student reports the theft of a bicycle. Loss $200,Inactive,200111,7346,,,,,,,,,,,,
82,"September 19, 2020",09/22/2020 at 9:54 AM,09/19/2020 at 6:00 PM,2020,Larceny,Larceny,Danforth Dorm,Danforth House,"Danforth House, Washington University in St. Louis, MO",Student reports his bicycle stolen. Loss $460,Inactive,200104,7316,,,,,,,,,,,,
82,"September 18, 2020",09/22/2020 at 2:30 PM,09/18/2020 at 5:20 PM,2020,Larceny,Larceny,Chiller Plant,Brauer Hall,"Brauer Hall, Washington University in St. Louis, MO",Student reports his bicycle stolen. Loss $700,Inactive,200105,7310,,,,,,,,,,,,
82,"September 18, 2020",09/18/2020 at 6:21 PM,09/18/2020 at 5:15 PM,2020,Larceny,Larceny,Village House,Village House,"Village House, Washington University in St. Louis, MO",Complainant reports the theft of an unsecured bike. Loss $550,Inactive,200100,7304,,,,,,,,,,,,
82,"September 14, 2020",09/19/2020 at 6:11 PM,09/14/2020 at 6:11 PM,2020,Larceny,Larceny,Frat #2,Fraternity House 2,"2 Fraternity Way, St. Louis, MO 63105",Complainant reports the theft of a punching bag from under the rear stairs. Loss $120,"Cleared, property recovered",200101,7298,,,,,,,,,,,,
82,"September 4, 2020",09/14/2020 at 2:22 PM,09/04/2020 at 5:30 PM,2020,Larceny,Larceny,Crow Hall,Crow Hall,"Crow Hall, Washington University in St. Louis, MO",Complainant reported property stolen from an unlocked office. Loss amount is unknown due to age of the items.,Inactive,200096,7289,,,,,,,,,,,,
82,"August 10, 2020",08/11/2020 at 6:08 PM,08/10/2020 at 1:00 PM,2020,Larceny,Larceny,Lopata House,Lopata House,"Lopata House, Washington University in St. Louis, MO",Complainant reports his cable lock cut and bike stolen. Loss $400,Inactive,200085,7142,,,,,,,,,,,,
82,"August 5, 2020",08/06/2020 at 4:38 AM,08/05/2020 at 11:00 PM,2020,Larceny,Larceny,Simon,Simon Hall,"Simon Hall, Washington University in St. Louis, MO",Two WFF workers in the building. One stole a purse belonging to the other. Property recovered.,Cleared,200084,7136,,,,,,,,,,,,
83,"July 24, 2020",07/24/2020 at 12:27 AM,07/24/2020 at 12:27 AM,2020,Robbery,Robbery,600 blk Westgate,600 blk Westgate,"600 Westgate, St. Louis, MO","At approximately 12:27 a.m., a Washington University student reported that he parked his car in a private driveway near the 600 block of Westgate Ave. The student was accompanied by a female roommate, not affiliated with the university. The student said that when he and his roommate exited his vehicle, they were approached by two male subjects wearing ""Ski-masks"". One of the subjects displayed a hand gun and demanded the student and his roommate's property. The student gave the subjects his car keys. The subjects got in the student's vehicle which contained the student's wallet. the two subjects then drove off in the student’s vehicle, last seen heading west on Delmar Ave. 

No injuries were reported.",University City investigating,20-07-24-031740,7127,,,,,,,,,,,,
83,"July 7, 2020",07/08/2020 at 8:42 AM,07/07/2020 at 11:07 PM,2020,Burglary,Burglary,Frat House 6,Frat House 6,"6 Fraternity Way, St. Louis, MO 63105",Subjects made entry by removing door panel. Unknown items stolen. One suspect arrested,Cleared by arrest,200079,7091,,,,,,,,,,,,
83,"July 6, 2020",07/08/2020 at 10:23 AM,07/06/2020 at 12:27 AM,2020,Larceny,Larceny,Millbrook 4,Millbrook 4,"6926 Forest Park Pkwy, University City, MO 63130",Unsecured bicycle stolen. Loss $100,"Closed, Property Recovered",200080,7097,,,,,,,,,,,,
83,"July 4, 2020",07/06/2020 at 7:07 AM,07/04/2020 at 12:10 AM,2020,Burglary,Burglary,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Unknown suspect stolen food and drink items from Ibbys. Loss $560,Cleared by arrest,200078,7079,,,,,,,,,,,,
83,"June 16, 2020",06/16/2020 at 12:31 PM,06/16/2020 at 6:15 AM,2020,Larceny,Larceny,Steinberg,Steinberg,"Steinberg Hall, Washington University in St. Louis, MO","Theft of two bicycles, no victimsidentified at this time. Loss $499",Closed,200075,7040,,,,,,,,,,,,
83,"June 10, 2020",06/10/2020 at 10:15 PM,06/10/2020 at 10:15 PM,2020,Robbery,Robbery,700 blk Heman,700 blk Heman,"700 Heman, St. Louis, MO",Student reported that after she parked her car she was approached by two subjects who demanded money. Subject threw her keys and ran. Suspects took the victims vehicle. U. City is investigating.,Referred to UCPD,20-06-10-025664,7007,,,,,,,,,,,,
83,"June 7, 2020",06/07/2020 at 5:49 PM,06/07/2020 at 5:43 PM,2020,Larceny,Larceny,Hall Circle,Hall Circle,"Hall Circle, Washington University in St. Louis, MO",Complainant reports two containers of clothing and a wallet were stolen from an unlocked vehicle. Loss estimated at $1000,Closed,200073,6992,,,,,,,,,,,,
83,"June 1, 2020",08/18/2021 at 4:30 PM,06/01/2020 at 8:00 AM,2020,Larceny,Larceny,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Artwork missing from an unused office over the past year. Loss $3000,Unfounded,210078,8878,,,,,,,,,,,,
83,"May 22, 2020",09/04/2020 at 12:33 PM,05/22/2020 at 9:00 AM,2020,Larceny,Larceny,Umrath House,Umrath House,"Umrath House, Washington University in St. Louis, MO",Complainant reports a bike missing within the last 3 months. Loss $300,Inactive,200091,7262,,,,,,,,,,,,
83,"May 9, 2020",05/15/2020 at 2:43 PM,05/09/2020 at 12:01 AM,2020,Larceny,Larceny,Shepley Dorm,Shepley Dorm,"214-298 S Big Bend Blvd, Clayton, MO 63105",Unsecured bike stolen. Loss $600,Inactive,200072,6878,,,,,,,,,,,,
84,"April 30, 2020",05/03/2020 at 1:41 PM,04/30/2020 at 3:35 PM,2020,Stolen Vehicle,Stolen Vehicle,East End Garage,East End Garage,"East End Garage, Washington University in St. Louis, MO",Golf cart stolen from the garage and recovered in Forest Park.,Closed,200069,6842,,,,,,,,,,,,
84,"April 29, 2020",04/29/2020 at 3:18 PM,04/29/2020 at 2:48 PM,2020,Larceny,Larceny,Shepley Dr.,Shepley Dr.,"Shepley Dr., St. Louis, MO",Student was selling his game system to a buyer who drove off without paying. Loss $428,Cleared,200067,6833,,,,,,,,,,,,
84,"April 9, 2020",04/19/2020 at 10:15 AM,04/09/2020 at 8:00 AM,2020,Larceny,Larceny,Lien,Lien Hall,"Lien Hall, Washington University in St. Louis, MO",Student reports an envelope containing $100 is missing from her room.,Inactive,200063,6818,,,,,,,,,,,,
84,"March 13, 2020",04/03/2020 at 2:31 PM,03/13/2020 at 3:00 PM,2020,Larceny,Larceny,Umrath,Umrath,"Umrath Hall, Washington University in St. Louis, MO -- could be Umrath Hall or Umrath House, check which",Complainant reports bike was missing from the rack after being secured with a cable lock. Loss $300,Closed,200062,6809,,,,,,,,,,,,
84,"March 9, 2020",03/09/2020 at 11:35 PM,03/09/2020 at 10:00 PM,2020,Sexual Assault,Sexual Assault,South 40 Housing,South 40 Underpass,"South 40, Washington University in St. Louis, MO",Complainant reports a sexual assault.,Cleared,200055,6746,,,,,,,,,,,,
84,"March 8, 2020",09/10/2020 at 3:40 PM,03/08/2020 at 3:00 PM,2020,Larceny,Larceny,Wheeler House,Wheeler House,"Wheeler House, Washington University in St. Louis, MO",Complainant reports a missing bike which occurred during the last several months. Loss $130,Inactive,200092,7280,,,,,,,,,,,,
84,"March 6, 2020",08/18/2020 at 3:41 PM,03/06/2020 at 6:00 PM,2020,Larceny,Larceny,Lien,Lien Hall,"Lien Hall, Washington University in St. Louis, MO",Complainant unable to locate bike after being away from campus since March. Loss $100,Closed,200088,7157,,,,,,,,,,,,
84,"March 6, 2020",06/13/2020 at 3:15 PM,03/06/2020 at 5:00 PM,2020,Larceny,Larceny,House #11,House #11,"House #11, Washington University in St. Louis, MO",Complainant reported a missing jersey and Bluetooth speaker. Loss $230,Inactive,200074,7013,,,,,,,,,,,,
84,"March 6, 2020",03/06/2020 at 11:39 PM,03/06/2020 at 3:52 PM,2020,Larceny,Larceny,Whitaker,Whitaker Hall,"Whitaker Hall, Washington University in St. Louis, MO",Complainant reports unsecured bicycle stolen. Loss $500,Cleared by arrest,200054,6707,,,,,,,,,,,,
84,"March 6, 2020",09/11/2020 at 4:46 PM,03/06/2020 at 12:00 PM,2020,Larceny,Larceny,Village House,Village House,"Village House, Washington University in St. Louis, MO",Complainant reports a missing bike which occurred during the last several months. Loss $400,Inactive,200093,7274,,,,,,,,,,,,
85,"March 6, 2020",09/23/2020 at 2:36 PM,03/06/2020 at 12:00 PM,2020,Larceny,Larceny,South 40 House,South 40 House,"South 40 House, Washington University in St. Louis, MO",Student reports a stolen bike during the last 7 months. Loss $350,Inactive,200106,7328,,,,,,,,,,,,
85,"March 6, 2020",09/24/2020 at 11:02 AM,03/06/2020 at 12:00 PM,2020,Larceny,Larceny,South 40 House,South 40 House,"South 40 House, Washington University in St. Louis, MO",Student reports a bike stolen over the last several months. Loss $700,Inactive,200108,7352,,,,,,,,,,,,
85,"March 5, 2020",03/06/2020 at 4:00 PM,03/05/2020 at 1:55 PM,2020,Larceny,Larceny,Bears Den,Bears Den,"Bears Den (Danforth University Center), Washington University in St. Louis, MO","Bon Appetit employee reports cash taken from an unattended, unsecured bookbag. Loss $500",Closed,200053,6713,,,,,,,,,,,,
85,"March 5, 2020",06/16/2020 at 4:52 PM,03/05/2020 at 12:00 PM,2020,Larceny,Larceny,Mudd Dorm,Mudd Dorm,"Mudd Hall, Washington University in St. Louis, MO",Complainant reports money missing. Loss $1000,Inactive,200076,7046,,,,,,,,,,,,
85,"March 3, 2020",03/03/2020 at 3:28 PM,03/03/2020 at 1:00 PM,2020,Larceny,Larceny,Rudolph Hall,Rudolph Hall,"Rudolph Hall, Washington University in St. Louis, MO",Backpack taken from unsecured office. Loss $501,Inactive,200051,6659,,,,,,,,,,,,
85,"March 3, 2020",03/03/2020 at 6:50 PM,03/03/2020 at 8:53 AM,2020,Larceny,Larceny,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Unattended cell phone taken from a charging station. Loss $96,Inactive,200052,6653,,,,,,,,,,,,
85,"March 2, 2020",03/02/2020 at 4:34 PM,03/02/2020 at 3:40 PM,2020,Larceny,Larceny,Wrighton Hall,Wrighton Hall,"Wrighton Hall, Washington University in St. Louis, MO",Backpack stolen from unsecured locker. Loss $408,Closed,200047,6671,,,,,,,,,,,,
85,"March 1, 2020",03/02/2020 at 6:00 PM,03/01/2020 at 5:00 PM,2020,Larceny,Larceny,Mudd Dorm,Mudd Dorm,"Mudd Hall, Washington University in St. Louis, MO",Unsecured bicycle stolen from bike rack. Loss $100,Unfounded,200049,6665,,,,,,,,,,,,
85,"March 1, 2020",10/29/2020 at 3:24 PM,03/01/2020 at 5:00 PM,2020,Larceny,Larceny,Gregg,Gregg,"Gregg House, Washington University in St. Louis, MO",Complainant reports her bicycle missing during the above time. Loss $200,Inactive,200130,7526,,,,,,,,,,,,
85,"February 28, 2020",02/28/2020 at 10:23 PM,02/28/2020 at 10:20 PM,2020,Robbery,Robbery,6111 Pershing,6111 Pershing,"6111 Pershing, St. Louis, MO","At approximately 10:20 pm, two students were standing near the street in the 6100 block of Pershing, near Rosedale Avenue. Two subjects approached the students displaying handguns and demanded the students’ property. The students gave the subjects their cell phones, wallets and car keys. One of the subjects then struck one of the students in the face, knocking him to the ground. Both subjects entered the student’s vehicle and drove off, last seen heading west on Pershing Ave",Pending,20-02-28-008689,6563,,,,,,,,,,,,
